"post","author","comment","upvotes"
"michael morbius going super saiyan","","",""
"Demogorgon singing at America's Got Talent!","","",""
"Clifford the big red titan","","",""
"🥰 by Schiele","","",""
"Obese Lara Croft","","",""
"White house press briefing with a Minecraft creeper sneaking up behind the president","","",""
"Mario lost in the Japanese Suicide Forest","","",""
"ben laden pez","","",""
"The bar that Italian gangsters go to when they die.","","",""
"Steampunk Vaporwave","","",""
"pleasure and pain","","",""
"formula one race on streets of a midwestern suburban neighborhood","","",""
"Thanos Courtroom Sketch","","",""
"Two best things I’ve ever generated","","",""
"Bring out the lie detector","","",""
"Ronald McDonald eating at Subway","","",""
"the Punisher hokage","","",""
"Nicolas cage drunk eating a cheeseburger in a toilet","","",""
"Bastille","","",""
"now who's laughing this time? (nerd with metal bar)","","",""
"QAnon Shaman Funko Pop","","",""
"alien vs predator vs Walter white","","",""
"Lisa Frank's Breaking Bad","","",""
"Joe Biden yells at the pharmacist","","",""
"john goodman in the movie prometheus","","",""
"Lego meth starter kit","","",""
"Shrek playing in an NBA game","","",""
"😭 statue","","",""
"Internet Explorer Funeral","","",""
"Hank Hill’s mugshot","","",""
"Nazgul playing petanque","","",""
"Kermit the Frog being thrown into an active volcano","","",""
"dora with the infinity gauntlet","","",""
"Guy Fieri as Buzz Lightyear","","",""
"NFL on Cartoon Network","","",""
"Gandhi playing electric guitar at Madison Square Garden","","",""
"Young thug in Great Barrier Reef","","",""
"Orange Cats Drinking Iced Coffee","","",""
"Elmo being baptized","","",""
"Nosferatu on acid","","",""
"POV Sleep Paralysis demon Ronald McDonald","","",""
"Hello kitty in satanic church","","",""
"Cinderella in WWE","","",""
"Bear Grylls eating a Subway sandwich","","",""
"Chewbacca at Family Feud","","",""
"Shrek at eminem concert","","",""
"Nazgul playing chess","","",""
"Salvador Dali king julien","","",""
"🤯 sculpture [how does DALL-E know what emojis look like?]","","",""
"Shrek on mushrooms","","",""
"Happy Dostoievsky","","",""
"cyberpunk 1877","","",""
"Medieval Panting of Guy Fieri","","",""
"Scooby Doo Meets Spawn","","",""
"Lisa Frank Jesus","","",""
"Jesus playing Beyblade","","",""
"Pennywise Shopping at a Whole Foods","","",""
"Roman mosaic of pepe the frog","","",""
"Hatsune Miku at Iwo Jima as a soldier","","",""
"joe biden in a boy scout uniform","","",""
"Jesus Shooting a Minigun at Godzilla","","",""
"Alice in Wonderland on Skid Row","","",""
"Happy pride!","","",""
"Snuffleupagus gets Covid 19","","",""
"the Dovahkiin from Skyrim at a pride parade","","",""
"Teletubbies on the bridge of the USS Enterprise","","",""
"Jerome Powell as a McDonald's employee","","",""
"a tree wearing a dress","","",""
"Pride Parade Lost In French Catacombs","","",""
"Bloods and Crips Having a Picnic","","",""
"Van Gogh painting of handsome squidward","","",""
"cyberpunk 1977","","",""
"A Courtroom Sketch of Hillary Clinton yelling at a can of pepsi","","",""
"big bird UFC","","",""
"A Wario popsicle.","","",""
"Moose playing Guitar Hero","","",""
"Alexa, play Green Day!","","",""
"Where does Jabba end, and the table begin?","","",""
"Danny Devito eating a banana in the Mariana trench","","",""
"Thanos Loves Eating Big Macs","","",""
"the proof","","",""
"Pterodactyl","","",""
"Mitch McConnell Smoking Weed","","",""
"Bert and Ernie on the Joe Rogan podcast","","",""
"Elmo on the Iron Throne","","",""
"Korn lego set","","",""
"Elmo jumping from the twin towers","","",""
"Hillary Clinton as a mii","","",""
"Fisher price crucifixion of jesus christ","","",""
"Chewbacca in the GLEE Club","","",""
"Jesus snorting cocaine","","",""
"so uncivilized (obi wan fighting in the emu war)","","",""
"joe wanderer","","",""
"Jesus rolled in a crepe","","",""
"Gordon Ramsay searing a roll of toilet paper on a pan","","",""
"Axl Rose in the ball pit","","",""
"What a dream looks like","","",""
"Anakin and Palpatine family photo","","",""
"Vladimir Putin eating a big aubergine","","",""
"Tsar Nicholas wwe champion","","",""
"Cat with lipstick buying a car","","",""
"Bodybuilder Ron Weasley","","",""
"JFK with Chewbacca drinking mountain dew","","",""
"Donald Trump in psych ward ... maybe not so far from reality 🤣","","",""
"Jim Henson Puppet in a Noire Film","","",""
"The Beatles on the Family Feud game show","","",""
"Ellen DeGeneres crawling in the backrooms","","",""
"Pippi Longstocking in a noir crime thriller","","",""
"Goofy at the Tiananmen Square massacre","","",""
"pfpsubmission","","",""
"pfpsubmission","","",""
"It's time to start putting Baked Beans in things","","",""
"A courtroom sketch of deku being charged with murder","","",""
"Dinosaur at a rave","","",""
"Hellboy acting in a play","","",""
"Sexy?","","",""
"Got inspired by the yoda cctv pic","","",""
"What a nightmare looks like","","",""
"Caillou at the Met Gala","","",""
"Coyote Peterson gets revenge","","",""
"yum","","",""
"meerkats on a roller coaster","","",""
"J. Jonah Jameson kissing Spider-Man","","",""
"A pineapple riding a horse","","",""
"Shrek piloting X Wing attacking the Death Star","","",""
"Harambe playing golf","","",""
"Jesus reading a newspaper on the toilet","","",""
"Three that turned out well: Feat Gritty, Dragonball, Metal Gear, Hank Hill, & Harry Potter","","",""
"Kermit assassinating Abraham Lincoln","","",""
"Slavoj Zizek being a lifeguard","","",""
"hmm","","",""
"Untitled Goose as a Sith Lord","","",""
"Jolly Green Giant at Pearl Harbor","","",""
"jon snow giving an apple keynote address","","",""
"Seinfeld dialysis","","",""
"hamburglar in fallout 4","","",""
"Kool-aid man in Silent Hill","","",""
"hagrid with an ak47","","",""
"Among us Clash Royale card","","",""
